route_id,service_id,trip_id,trip_headsign
A,3,3_11554482,SOŁTYSOWICE
A,3,3_11554582,KOSZAROWA (Szpital)
A,3,3_11554692,KOSZAROWA (Szpital)
A,3,3_11554694,KOSZAROWA (Szpital)
A,3,3_11554696,KOSZAROWA (Szpital)
A,3,3_11554698,KOSZAROWA (Szpital)
A,3,3_11554700,KOSZAROWA (Szpital)
A,3,3_11554702,KOSZAROWA (Szpital)
A,3,3_11554704,KOSZAROWA (Szpital)
A,3,3_11554710,KOSZAROWA (Szpital)
A,3,3_11554712,KOSZAROWA (Szpital)
A,3,3_11554714,KOSZAROWA (Szpital)
A,3,3_11554716,KOSZAROWA (Szpital)
A,3,3_11554718,KOSZAROWA (Szpital)
A,3,3_11554720,KOSZAROWA (Szpital)
A,3,3_11554723,KOSZAROWA (Szpital)
A,3,3_11554725,KOSZAROWA (Szpital)
A,3,3_11554727,KOSZAROWA (Szpital)
A,3,3_11554729,KOSZAROWA (Szpital)
A,3,3_11554731,KOSZAROWA (Szpital)
A,3,3_11554733,KOSZAROWA (Szpital)
A,3,3_11554735,KOSZAROWA (Szpital)
A,3,3_11554738,KOSZAROWA (Szpital)
A,3,3_11554740,KOSZAROWA (Szpital)
A,3,3_11554742,KOSZAROWA (Szpital)
A,3,3_11554744,KOSZAROWA (Szpital)
A,3,3_11554746,KOSZAROWA (Szpital)
A,3,3_11554748,KOSZAROWA (Szpital)
A,3,3_11554750,KOSZAROWA (Szpital)
A,3,3_11554754,KOSZAROWA (Szpital)
A,3,3_11554756,KOSZAROWA (Szpital)
A,3,3_11554758,KOSZAROWA (Szpital)
A,3,3_11554760,KOSZAROWA (Szpital)
A,3,3_11554762,KOSZAROWA (Szpital)
A,3,3_11554764,KOSZAROWA (Szpital)
A,3,3_11554766,KOSZAROWA (Szpital)
A,3,3_11554752,Zajezdnia Obornicka
A,3,3_11554721,Zajezdnia Obornicka
A,3,3_11554736,Zajezdnia Obornicka
A,3,3_11554767,Zajezdnia Obornicka
A,3,3_11554480,KOSZAROWA (Szpital)
A,3,3_11554531,KOSZAROWA (Szpital)
A,3,3_11554580,KOSZAROWA (Szpital)
A,3,3_11554708,KOSZAROWA (Szpital)
A,3,3_11554532,KRZYKI
A,3,3_11554691,KRZYKI
A,3,3_11554722,KRZYKI
A,3,3_11554737,KRZYKI
A,3,3_11554753,KRZYKI
A,3,3_11554481,KRZYKI
A,3,3_11554581,KRZYKI
A,3,3_11554693,KRZYKI
A,3,3_11554695,KRZYKI
A,3,3_11554697,KRZYKI
A,3,3_11554699,KRZYKI
A,3,3_11554701,KRZYKI
A,3,3_11554703,KRZYKI
A,3,3_11554705,KRZYKI
A,3,3_11554709,KRZYKI
A,3,3_11554711,KRZYKI
A,3,3_11554713,KRZYKI
A,3,3_11554715,KRZYKI
A,3,3_11554717,KRZYKI
A,3,3_11554719,KRZYKI
A,3,3_11554724,KRZYKI
A,3,3_11554726,KRZYKI
A,3,3_11554728,KRZYKI
A,3,3_11554730,KRZYKI
A,3,3_11554732,KRZYKI
A,3,3_11554734,KRZYKI
A,3,3_11554739,KRZYKI
A,3,3_11554741,KRZYKI
A,3,3_11554743,KRZYKI
A,3,3_11554745,KRZYKI
A,3,3_11554747,KRZYKI
A,3,3_11554749,KRZYKI
A,3,3_11554751,KRZYKI
A,3,3_11554755,KRZYKI
A,3,3_11554757,KRZYKI
A,3,3_11554759,KRZYKI
A,3,3_11554761,KRZYKI
A,3,3_11554763,KRZYKI
A,3,3_11554765,KRZYKI
A,4,4_11557436,SOŁTYSOWICE
A,4,4_11557523,KOSZAROWA (Szpital)
A,4,4_11557638,KOSZAROWA (Szpital)
A,4,4_11557640,KOSZAROWA (Szpital)
A,4,4_11557642,KOSZAROWA (Szpital)
A,4,4_11557644,KOSZAROWA (Szpital)
A,4,4_11557646,KOSZAROWA (Szpital)
A,4,4_11557648,KOSZAROWA (Szpital)
A,4,4_11557650,KOSZAROWA (Szpital)
A,4,4_11557656,KOSZAROWA (Szpital)
A,4,4_11557658,KOSZAROWA (Szpital)
A,4,4_11557660,KOSZAROWA (Szpital)
A,4,4_11557662,KOSZAROWA (Szpital)
A,4,4_11557664,KOSZAROWA (Szpital)
A,4,4_11557666,KOSZAROWA (Szpital)
A,4,4_11557669,KOSZAROWA (Szpital)
A,4,4_11557671,KOSZAROWA (Szpital)
A,4,4_11557673,KOSZAROWA (Szpital)
A,4,4_11557675,KOSZAROWA (Szpital)
A,4,4_11557677,KOSZAROWA (Szpital)
A,4,4_11557679,KOSZAROWA (Szpital)
A,4,4_11557681,KOSZAROWA (Szpital)
A,4,4_11557684,KOSZAROWA (Szpital)
A,4,4_11557686,KOSZAROWA (Szpital)
A,4,4_11557688,KOSZAROWA (Szpital)
A,4,4_11557690,KOSZAROWA (Szpital)
A,4,4_11557692,KOSZAROWA (Szpital)
A,4,4_11557694,KOSZAROWA (Szpital)
A,4,4_11557696,KOSZAROWA (Szpital)
A,4,4_11557700,KOSZAROWA (Szpital)
A,4,4_11557702,KOSZAROWA (Szpital)
A,4,4_11557704,KOSZAROWA (Szpital)
A,4,4_11557706,KOSZAROWA (Szpital)
A,4,4_11557708,KOSZAROWA (Szpital)
A,4,4_11557710,KOSZAROWA (Szpital)
A,4,4_11557712,KOSZAROWA (Szpital)
A,4,4_11557698,Zajezdnia Obornicka
A,4,4_11557667,Zajezdnia Obornicka
A,4,4_11557682,Zajezdnia Obornicka
A,4,4_11557713,Zajezdnia Obornicka
A,4,4_11557434,KOSZAROWA (Szpital)
A,4,4_11557482,KOSZAROWA (Szpital)
A,4,4_11557521,KOSZAROWA (Szpital)
A,4,4_11557654,KOSZAROWA (Szpital)
A,4,4_11557483,KRZYKI
A,4,4_11557637,KRZYKI
A,4,4_11557668,KRZYKI
A,4,4_11557683,KRZYKI
A,4,4_11557699,KRZYKI
A,4,4_11557435,KRZYKI
A,4,4_11557522,KRZYKI
A,4,4_11557639,KRZYKI
A,4,4_11557641,KRZYKI
A,4,4_11557643,KRZYKI
A,4,4_11557645,KRZYKI
A,4,4_11557647,KRZYKI
A,4,4_11557649,KRZYKI
A,4,4_11557651,KRZYKI
A,4,4_11557655,KRZYKI
A,4,4_11557657,KRZYKI
A,4,4_11557659,KRZYKI
A,4,4_11557661,KRZYKI
A,4,4_11557663,KRZYKI
A,4,4_11557665,KRZYKI
A,4,4_11557670,KRZYKI
A,4,4_11557672,KRZYKI
A,4,4_11557674,KRZYKI
A,4,4_11557676,KRZYKI
A,4,4_11557678,KRZYKI
A,4,4_11557680,KRZYKI
A,4,4_11557685,KRZYKI
A,4,4_11557687,KRZYKI
A,4,4_11557689,KRZYKI
A,4,4_11557691,KRZYKI
A,4,4_11557693,KRZYKI
A,4,4_11557695,KRZYKI
A,4,4_11557697,KRZYKI
A,4,4_11557701,KRZYKI
A,4,4_11557703,KRZYKI
A,4,4_11557705,KRZYKI
A,4,4_11557707,KRZYKI
A,4,4_11557709,KRZYKI
A,4,4_11557711,KRZYKI
A,6,6_11543726,SOŁTYSOWICE
A,6,6_11542645,KOSZAROWA (Szpital)
A,6,6_11541988,KOSZAROWA (Szpital)
A,6,6_11542647,KOSZAROWA (Szpital)
A,6,6_11543813,KOSZAROWA (Szpital)
A,6,6_11543994,KOSZAROWA (Szpital)
A,6,6_11543996,KOSZAROWA (Szpital)
A,6,6_11543998,KOSZAROWA (Szpital)
A,6,6_11544000,KOSZAROWA (Szpital)
A,6,6_11544002,KOSZAROWA (Szpital)
A,6,6_11544004,KOSZAROWA (Szpital)
A,6,6_11544007,KOSZAROWA (Szpital)
A,6,6_11544009,KOSZAROWA (Szpital)
A,6,6_11544011,KOSZAROWA (Szpital)
A,6,6_11544013,KOSZAROWA (Szpital)
A,6,6_11544015,KOSZAROWA (Szpital)
A,6,6_11544017,KOSZAROWA (Szpital)
A,6,6_11544019,KOSZAROWA (Szpital)
A,6,6_11544022,KOSZAROWA (Szpital)
A,6,6_11544024,KOSZAROWA (Szpital)
A,6,6_11544026,KOSZAROWA (Szpital)
A,6,6_11544028,KOSZAROWA (Szpital)
A,6,6_11544030,KOSZAROWA (Szpital)
A,6,6_11544032,KOSZAROWA (Szpital)
A,6,6_11544036,KOSZAROWA (Szpital)
A,6,6_11544038,KOSZAROWA (Szpital)
A,6,6_11544040,KOSZAROWA (Szpital)
A,6,6_11544042,KOSZAROWA (Szpital)
A,6,6_11544046,KOSZAROWA (Szpital)
A,6,6_11544048,KOSZAROWA (Szpital)
A,6,6_11544050,KOSZAROWA (Szpital)
A,6,6_11544052,KOSZAROWA (Szpital)
A,6,6_11544054,KOSZAROWA (Szpital)
A,6,6_11544056,KOSZAROWA (Szpital)
A,6,6_11544058,KOSZAROWA (Szpital)
A,6,6_11544063,KOSZAROWA (Szpital)
A,6,6_11544065,KOSZAROWA (Szpital)
A,6,6_11544067,KOSZAROWA (Szpital)
A,6,6_11544069,KOSZAROWA (Szpital)
A,6,6_11544071,KOSZAROWA (Szpital)
A,6,6_11544074,KOSZAROWA (Szpital)
A,6,6_11544076,KOSZAROWA (Szpital)
A,6,6_11544078,KOSZAROWA (Szpital)
A,6,6_11544080,KOSZAROWA (Szpital)
A,6,6_11544082,KOSZAROWA (Szpital)
A,6,6_11544084,KOSZAROWA (Szpital)
A,6,6_11544087,KOSZAROWA (Szpital)
A,6,6_11544089,KOSZAROWA (Szpital)
A,6,6_11544091,KOSZAROWA (Szpital)
A,6,6_11544100,KOSZAROWA (Szpital)
A,6,6_11544102,KOSZAROWA (Szpital)
A,6,6_11544104,KOSZAROWA (Szpital)
A,6,6_11544106,KOSZAROWA (Szpital)
A,6,6_11544108,KOSZAROWA (Szpital)
A,6,6_11544111,KOSZAROWA (Szpital)
A,6,6_11544113,KOSZAROWA (Szpital)
A,6,6_11544115,KOSZAROWA (Szpital)
A,6,6_11544117,KOSZAROWA (Szpital)
A,6,6_11544119,KOSZAROWA (Szpital)
A,6,6_11544128,KOSZAROWA (Szpital)
A,6,6_11544130,KOSZAROWA (Szpital)
A,6,6_11544132,KOSZAROWA (Szpital)
A,6,6_11544134,KOSZAROWA (Szpital)
A,6,6_11544136,KOSZAROWA (Szpital)
A,6,6_11544044,Zajezdnia Obornicka
A,6,6_11544138,Zajezdnia Obornicka
A,6,6_11541989,Zajezdnia Obornicka
A,6,6_11542648,Zajezdnia Obornicka
A,6,6_11544005,Zajezdnia Obornicka
A,6,6_11544020,Zajezdnia Obornicka
A,6,6_11544033,Zajezdnia Obornicka
A,6,6_11544072,Zajezdnia Obornicka
A,6,6_11544085,Zajezdnia Obornicka
A,6,6_11544109,Zajezdnia Obornicka
A,6,6_11544120,Zajezdnia Obornicka
A,6,6_11543724,KOSZAROWA (Szpital)
A,6,6_11543772,KOSZAROWA (Szpital)
A,6,6_11543811,KOSZAROWA (Szpital)
A,6,6_11544034,KOSZAROWA (Szpital)
A,6,6_11544098,KOSZAROWA (Szpital)
A,6,6_11544092,KRZYKI
A,6,6_11543773,KRZYKI
A,6,6_11543993,KRZYKI
A,6,6_11544006,KRZYKI
A,6,6_11544021,KRZYKI
A,6,6_11544045,KRZYKI
A,6,6_11544062,KRZYKI
A,6,6_11544073,KRZYKI
A,6,6_11544086,KRZYKI
A,6,6_11544110,KRZYKI
A,6,6_11542646,KRZYKI
A,6,6_11543725,KRZYKI
A,6,6_11543812,KRZYKI
A,6,6_11543995,KRZYKI
A,6,6_11543997,KRZYKI
A,6,6_11543999,KRZYKI
A,6,6_11544001,KRZYKI
A,6,6_11544003,KRZYKI
A,6,6_11544008,KRZYKI
A,6,6_11544010,KRZYKI
A,6,6_11544012,KRZYKI
A,6,6_11544014,KRZYKI
A,6,6_11544016,KRZYKI
A,6,6_11544018,KRZYKI
A,6,6_11544023,KRZYKI
A,6,6_11544025,KRZYKI
A,6,6_11544027,KRZYKI
A,6,6_11544029,KRZYKI
A,6,6_11544031,KRZYKI
A,6,6_11544035,KRZYKI
A,6,6_11544037,KRZYKI
A,6,6_11544039,KRZYKI
A,6,6_11544041,KRZYKI
A,6,6_11544043,KRZYKI
A,6,6_11544047,KRZYKI
A,6,6_11544049,KRZYKI
A,6,6_11544051,KRZYKI
A,6,6_11544053,KRZYKI
A,6,6_11544055,KRZYKI
A,6,6_11544057,KRZYKI
A,6,6_11544059,KRZYKI
A,6,6_11544064,KRZYKI
A,6,6_11544066,KRZYKI
A,6,6_11544068,KRZYKI
A,6,6_11544070,KRZYKI
A,6,6_11544075,KRZYKI
A,6,6_11544077,KRZYKI
A,6,6_11544079,KRZYKI
A,6,6_11544081,KRZYKI
A,6,6_11544083,KRZYKI
A,6,6_11544088,KRZYKI
A,6,6_11544090,KRZYKI
A,6,6_11544099,KRZYKI
A,6,6_11544101,KRZYKI
A,6,6_11544103,KRZYKI
A,6,6_11544105,KRZYKI
A,6,6_11544107,KRZYKI
A,6,6_11544112,KRZYKI
A,6,6_11544114,KRZYKI
A,6,6_11544116,KRZYKI
A,6,6_11544118,KRZYKI
A,6,6_11544127,KRZYKI
A,6,6_11544129,KRZYKI
A,6,6_11544131,KRZYKI
A,6,6_11544133,KRZYKI
A,6,6_11544135,KRZYKI
A,6,6_11544137,KRZYKI
A,8,8_11548072,SOŁTYSOWICE
A,8,8_11546991,KOSZAROWA (Szpital)
A,8,8_11546334,KOSZAROWA (Szpital)
A,8,8_11546993,KOSZAROWA (Szpital)
A,8,8_11548172,KOSZAROWA (Szpital)
A,8,8_11548348,KOSZAROWA (Szpital)
A,8,8_11548350,KOSZAROWA (Szpital)
A,8,8_11548352,KOSZAROWA (Szpital)
A,8,8_11548354,KOSZAROWA (Szpital)
A,8,8_11548356,KOSZAROWA (Szpital)
A,8,8_11548358,KOSZAROWA (Szpital)
A,8,8_11548361,KOSZAROWA (Szpital)
A,8,8_11548363,KOSZAROWA (Szpital)
A,8,8_11548365,KOSZAROWA (Szpital)
A,8,8_11548367,KOSZAROWA (Szpital)
A,8,8_11548369,KOSZAROWA (Szpital)
A,8,8_11548371,KOSZAROWA (Szpital)
A,8,8_11548373,KOSZAROWA (Szpital)
A,8,8_11548376,KOSZAROWA (Szpital)
A,8,8_11548378,KOSZAROWA (Szpital)
A,8,8_11548380,KOSZAROWA (Szpital)
A,8,8_11548382,KOSZAROWA (Szpital)
A,8,8_11548384,KOSZAROWA (Szpital)
A,8,8_11548386,KOSZAROWA (Szpital)
A,8,8_11548390,KOSZAROWA (Szpital)
A,8,8_11548392,KOSZAROWA (Szpital)
A,8,8_11548394,KOSZAROWA (Szpital)
A,8,8_11548396,KOSZAROWA (Szpital)
A,8,8_11548400,KOSZAROWA (Szpital)
A,8,8_11548402,KOSZAROWA (Szpital)
A,8,8_11548404,KOSZAROWA (Szpital)
A,8,8_11548406,KOSZAROWA (Szpital)
A,8,8_11548408,KOSZAROWA (Szpital)
A,8,8_11548410,KOSZAROWA (Szpital)
A,8,8_11548412,KOSZAROWA (Szpital)
A,8,8_11548417,KOSZAROWA (Szpital)
A,8,8_11548419,KOSZAROWA (Szpital)
A,8,8_11548421,KOSZAROWA (Szpital)
A,8,8_11548423,KOSZAROWA (Szpital)
A,8,8_11548425,KOSZAROWA (Szpital)
A,8,8_11548428,KOSZAROWA (Szpital)
A,8,8_11548430,KOSZAROWA (Szpital)
A,8,8_11548432,KOSZAROWA (Szpital)
A,8,8_11548434,KOSZAROWA (Szpital)
A,8,8_11548436,KOSZAROWA (Szpital)
A,8,8_11548438,KOSZAROWA (Szpital)
A,8,8_11548441,KOSZAROWA (Szpital)
A,8,8_11548443,KOSZAROWA (Szpital)
A,8,8_11548445,KOSZAROWA (Szpital)
A,8,8_11548454,KOSZAROWA (Szpital)
A,8,8_11548456,KOSZAROWA (Szpital)
A,8,8_11548458,KOSZAROWA (Szpital)
A,8,8_11548460,KOSZAROWA (Szpital)
A,8,8_11548462,KOSZAROWA (Szpital)
A,8,8_11548465,KOSZAROWA (Szpital)
A,8,8_11548467,KOSZAROWA (Szpital)
A,8,8_11548469,KOSZAROWA (Szpital)
A,8,8_11548471,KOSZAROWA (Szpital)
A,8,8_11548473,KOSZAROWA (Szpital)
A,8,8_11548482,KOSZAROWA (Szpital)
A,8,8_11548484,KOSZAROWA (Szpital)
A,8,8_11548486,KOSZAROWA (Szpital)
A,8,8_11548488,KOSZAROWA (Szpital)
A,8,8_11548490,KOSZAROWA (Szpital)
A,8,8_11548398,Zajezdnia Obornicka
A,8,8_11548492,Zajezdnia Obornicka
A,8,8_11546335,Zajezdnia Obornicka
A,8,8_11546994,Zajezdnia Obornicka
A,8,8_11548359,Zajezdnia Obornicka
A,8,8_11548374,Zajezdnia Obornicka
A,8,8_11548387,Zajezdnia Obornicka
A,8,8_11548426,Zajezdnia Obornicka
A,8,8_11548439,Zajezdnia Obornicka
A,8,8_11548463,Zajezdnia Obornicka
A,8,8_11548474,Zajezdnia Obornicka
A,8,8_11548070,KOSZAROWA (Szpital)
A,8,8_11548121,KOSZAROWA (Szpital)
A,8,8_11548170,KOSZAROWA (Szpital)
A,8,8_11548388,KOSZAROWA (Szpital)
A,8,8_11548452,KOSZAROWA (Szpital)
A,8,8_11548446,KRZYKI
A,8,8_11548122,KRZYKI
A,8,8_11548347,KRZYKI
A,8,8_11548360,KRZYKI
A,8,8_11548375,KRZYKI
A,8,8_11548399,KRZYKI
A,8,8_11548416,KRZYKI
A,8,8_11548427,KRZYKI
A,8,8_11548440,KRZYKI
A,8,8_11548464,KRZYKI
A,8,8_11546992,KRZYKI
A,8,8_11548071,KRZYKI
A,8,8_11548171,KRZYKI
A,8,8_11548349,KRZYKI
A,8,8_11548351,KRZYKI
A,8,8_11548353,KRZYKI
A,8,8_11548355,KRZYKI
A,8,8_11548357,KRZYKI
A,8,8_11548362,KRZYKI
A,8,8_11548364,KRZYKI
A,8,8_11548366,KRZYKI
A,8,8_11548368,KRZYKI
A,8,8_11548370,KRZYKI
A,8,8_11548372,KRZYKI
A,8,8_11548377,KRZYKI
A,8,8_11548379,KRZYKI
A,8,8_11548381,KRZYKI
A,8,8_11548383,KRZYKI
A,8,8_11548385,KRZYKI
A,8,8_11548389,KRZYKI
A,8,8_11548391,KRZYKI
A,8,8_11548393,KRZYKI
A,8,8_11548395,KRZYKI
A,8,8_11548397,KRZYKI
A,8,8_11548401,KRZYKI
A,8,8_11548403,KRZYKI
A,8,8_11548405,KRZYKI
A,8,8_11548407,KRZYKI
A,8,8_11548409,KRZYKI
A,8,8_11548411,KRZYKI
A,8,8_11548413,KRZYKI
A,8,8_11548418,KRZYKI
A,8,8_11548420,KRZYKI
A,8,8_11548422,KRZYKI
A,8,8_11548424,KRZYKI
A,8,8_11548429,KRZYKI
A,8,8_11548431,KRZYKI
A,8,8_11548433,KRZYKI
A,8,8_11548435,KRZYKI
A,8,8_11548437,KRZYKI
A,8,8_11548442,KRZYKI
A,8,8_11548444,KRZYKI
A,8,8_11548453,KRZYKI
A,8,8_11548455,KRZYKI
A,8,8_11548457,KRZYKI
A,8,8_11548459,KRZYKI
A,8,8_11548461,KRZYKI
A,8,8_11548466,KRZYKI
A,8,8_11548468,KRZYKI
A,8,8_11548470,KRZYKI
A,8,8_11548472,KRZYKI
A,8,8_11548481,KRZYKI
A,8,8_11548483,KRZYKI
A,8,8_11548485,KRZYKI
A,8,8_11548487,KRZYKI
A,8,8_11548489,KRZYKI
A,8,8_11548491,KRZYKI
C,3,3_11554768,KOZANÓW
C,3,3_11554792,KOZANÓW
C,3,3_11554816,KOZANÓW
C,3,3_11554791,Zajezdnia Obornicka
C,3,3_11554837,Zajezdnia Obornicka
C,3,3_11554769,PL. GRUNWALDZKI
C,3,3_11554771,PL. GRUNWALDZKI
C,3,3_11554773,PL. GRUNWALDZKI
C,3,3_11554775,PL. GRUNWALDZKI
C,3,3_11554777,PL. GRUNWALDZKI
C,3,3_11554779,PL. GRUNWALDZKI
C,3,3_11554781,PL. GRUNWALDZKI
C,3,3_11554783,PL. GRUNWALDZKI
C,3,3_11554785,PL. GRUNWALDZKI
C,3,3_11554787,PL. GRUNWALDZKI
C,3,3_11554789,PL. GRUNWALDZKI
C,3,3_11554793,PL. GRUNWALDZKI
C,3,3_11554795,PL. GRUNWALDZKI
C,3,3_11554797,PL. GRUNWALDZKI
C,3,3_11554799,PL. GRUNWALDZKI
C,3,3_11554801,PL. GRUNWALDZKI
C,3,3_11554803,PL. GRUNWALDZKI
C,3,3_11554805,PL. GRUNWALDZKI
C,3,3_11554807,PL. GRUNWALDZKI
C,3,3_11554809,PL. GRUNWALDZKI
C,3,3_11554811,PL. GRUNWALDZKI
C,3,3_11554817,PL. GRUNWALDZKI
C,3,3_11554819,PL. GRUNWALDZKI
C,3,3_11554821,PL. GRUNWALDZKI
C,3,3_11554823,PL. GRUNWALDZKI
C,3,3_11554825,PL. GRUNWALDZKI
C,3,3_11554827,PL. GRUNWALDZKI
C,3,3_11554829,PL. GRUNWALDZKI
C,3,3_11554831,PL. GRUNWALDZKI
C,3,3_11554833,PL. GRUNWALDZKI
C,3,3_11554835,PL. GRUNWALDZKI
C,3,3_11554770,KOZANÓW
C,3,3_11554772,KOZANÓW
C,3,3_11554774,KOZANÓW
C,3,3_11554776,KOZANÓW
C,3,3_11554778,KOZANÓW
C,3,3_11554780,KOZANÓW
C,3,3_11554782,KOZANÓW
C,3,3_11554784,KOZANÓW
C,3,3_11554786,KOZANÓW
C,3,3_11554788,KOZANÓW
C,3,3_11554790,KOZANÓW
C,3,3_11554794,KOZANÓW
C,3,3_11554796,KOZANÓW
C,3,3_11554798,KOZANÓW
C,3,3_11554800,KOZANÓW
C,3,3_11554802,KOZANÓW
C,3,3_11554804,KOZANÓW
C,3,3_11554806,KOZANÓW
C,3,3_11554808,KOZANÓW
C,3,3_11554810,KOZANÓW
C,3,3_11554812,KOZANÓW
C,3,3_11554818,KOZANÓW
C,3,3_11554820,KOZANÓW
C,3,3_11554822,KOZANÓW
C,3,3_11554824,KOZANÓW
C,3,3_11554826,KOZANÓW
C,3,3_11554828,KOZANÓW
C,3,3_11554830,KOZANÓW
C,3,3_11554832,KOZANÓW
C,3,3_11554834,KOZANÓW
C,3,3_11554836,KOZANÓW
C,4,4_11557735,KOZANÓW
C,4,4_11557757,KOZANÓW
C,4,4_11557734,Zajezdnia Obornicka
C,4,4_11557776,Zajezdnia Obornicka
C,4,4_11557714,PL. GRUNWALDZKI
C,4,4_11557716,PL. GRUNWALDZKI
C,4,4_11557718,PL. GRUNWALDZKI
C,4,4_11557720,PL. GRUNWALDZKI
C,4,4_11557722,PL. GRUNWALDZKI
C,4,4_11557724,PL. GRUNWALDZKI
C,4,4_11557726,PL. GRUNWALDZKI
C,4,4_11557728,PL. GRUNWALDZKI
C,4,4_11557730,PL. GRUNWALDZKI
C,4,4_11557732,PL. GRUNWALDZKI
C,4,4_11557736,PL. GRUNWALDZKI
C,4,4_11557738,PL. GRUNWALDZKI
C,4,4_11557740,PL. GRUNWALDZKI
C,4,4_11557742,PL. GRUNWALDZKI
C,4,4_11557744,PL. GRUNWALDZKI
C,4,4_11557746,PL. GRUNWALDZKI
C,4,4_11557748,PL. GRUNWALDZKI
C,4,4_11557750,PL. GRUNWALDZKI
C,4,4_11557752,PL. GRUNWALDZKI
C,4,4_11557758,PL. GRUNWALDZKI
C,4,4_11557760,PL. GRUNWALDZKI
C,4,4_11557762,PL. GRUNWALDZKI
C,4,4_11557764,PL. GRUNWALDZKI
C,4,4_11557766,PL. GRUNWALDZKI
C,4,4_11557768,PL. GRUNWALDZKI
C,4,4_11557770,PL. GRUNWALDZKI
C,4,4_11557772,PL. GRUNWALDZKI
C,4,4_11557774,PL. GRUNWALDZKI
C,4,4_11557715,KOZANÓW
C,4,4_11557717,KOZANÓW
C,4,4_11557719,KOZANÓW
C,4,4_11557721,KOZANÓW
C,4,4_11557723,KOZANÓW
C,4,4_11557725,KOZANÓW
C,4,4_11557727,KOZANÓW
C,4,4_11557729,KOZANÓW
C,4,4_11557731,KOZANÓW
C,4,4_11557733,KOZANÓW
C,4,4_11557737,KOZANÓW
C,4,4_11557739,KOZANÓW
C,4,4_11557741,KOZANÓW
C,4,4_11557743,KOZANÓW
C,4,4_11557745,KOZANÓW
C,4,4_11557747,KOZANÓW
C,4,4_11557749,KOZANÓW
C,4,4_11557751,KOZANÓW
C,4,4_11557753,KOZANÓW
C,4,4_11557759,KOZANÓW
C,4,4_11557761,KOZANÓW
C,4,4_11557763,KOZANÓW
C,4,4_11557765,KOZANÓW
C,4,4_11557767,KOZANÓW
C,4,4_11557769,KOZANÓW
C,4,4_11557771,KOZANÓW
C,4,4_11557773,KOZANÓW
C,4,4_11557775,KOZANÓW
C,6,6_11540485,KOZANÓW
C,6,6_11544139,KOZANÓW
C,6,6_11544194,KOZANÓW
C,6,6_11544202,KOZANÓW
C,6,6_11544237,KOZANÓW
C,6,6_11544168,Zajezdnia Obornicka
C,6,6_11544193,Zajezdnia Obornicka
C,6,6_11544201,Zajezdnia Obornicka
C,6,6_11544229,Zajezdnia Obornicka
C,6,6_11544236,Zajezdnia Obornicka
C,6,6_11544244,Zajezdnia Obornicka
C,6,6_11544146,PL. GRUNWALDZKI
C,6,6_11544169,PL. GRUNWALDZKI
C,6,6_11544209,PL. GRUNWALDZKI
C,6,6_11544230,PL. GRUNWALDZKI
C,6,6_11540486,PL. GRUNWALDZKI
C,6,6_11540488,PL. GRUNWALDZKI
C,6,6_11544140,PL. GRUNWALDZKI
C,6,6_11544142,PL. GRUNWALDZKI
C,6,6_11544144,PL. GRUNWALDZKI
C,6,6_11544148,PL. GRUNWALDZKI
C,6,6_11544150,PL. GRUNWALDZKI
C,6,6_11544152,PL. GRUNWALDZKI
C,6,6_11544154,PL. GRUNWALDZKI
C,6,6_11544156,PL. GRUNWALDZKI
C,6,6_11544158,PL. GRUNWALDZKI
C,6,6_11544160,PL. GRUNWALDZKI
C,6,6_11544162,PL. GRUNWALDZKI
C,6,6_11544164,PL. GRUNWALDZKI
C,6,6_11544166,PL. GRUNWALDZKI
C,6,6_11544171,PL. GRUNWALDZKI
C,6,6_11544173,PL. GRUNWALDZKI
C,6,6_11544175,PL. GRUNWALDZKI
C,6,6_11544177,PL. GRUNWALDZKI
C,6,6_11544179,PL. GRUNWALDZKI
C,6,6_11544181,PL. GRUNWALDZKI
C,6,6_11544183,PL. GRUNWALDZKI
C,6,6_11544185,PL. GRUNWALDZKI
C,6,6_11544187,PL. GRUNWALDZKI
C,6,6_11544189,PL. GRUNWALDZKI
C,6,6_11544191,PL. GRUNWALDZKI
C,6,6_11544195,PL. GRUNWALDZKI
C,6,6_11544197,PL. GRUNWALDZKI
C,6,6_11544199,PL. GRUNWALDZKI
C,6,6_11544203,PL. GRUNWALDZKI
C,6,6_11544205,PL. GRUNWALDZKI
C,6,6_11544207,PL. GRUNWALDZKI
C,6,6_11544211,PL. GRUNWALDZKI
C,6,6_11544213,PL. GRUNWALDZKI
C,6,6_11544215,PL. GRUNWALDZKI
C,6,6_11544217,PL. GRUNWALDZKI
C,6,6_11544219,PL. GRUNWALDZKI
C,6,6_11544221,PL. GRUNWALDZKI
C,6,6_11544223,PL. GRUNWALDZKI
C,6,6_11544225,PL. GRUNWALDZKI
C,6,6_11544227,PL. GRUNWALDZKI
C,6,6_11544232,PL. GRUNWALDZKI
C,6,6_11544234,PL. GRUNWALDZKI
C,6,6_11544238,PL. GRUNWALDZKI
C,6,6_11544240,PL. GRUNWALDZKI
C,6,6_11544242,PL. GRUNWALDZKI
C,6,6_11544145,Zajezdnia Obornicka
C,6,6_11544208,Zajezdnia Obornicka
C,6,6_11540487,KOZANÓW
C,6,6_11540489,KOZANÓW
C,6,6_11544141,KOZANÓW
C,6,6_11544143,KOZANÓW
C,6,6_11544147,KOZANÓW
C,6,6_11544149,KOZANÓW
